"projectID";"euroSciVocCode";"euroSciVocPath";"euroSciVocTitle";"euroSciVocDescription"
"101080544";"/23/49/315/997/1613/1815";"/natural sciences/biological sciences/biochemistry/biomolecules/proteins/proteomics";"proteomics";""
"101080544";"/23/49/341/1035";"/natural sciences/biological sciences/microbiology/bacteriology";"bacteriology";""
"101080544";"/21/39/217/709";"/medical and health sciences/clinical medicine/pneumology/tuberculosis";"tuberculosis";""
"101080544";"/21/35/159/653/1439";"/medical and health sciences/basic medicine/pharmacology and pharmacy/pharmaceutical drugs/vaccines";"vaccines";""
"101114063";"/23/49/341/1035";"/natural sciences/biological sciences/microbiology/bacteriology";"bacteriology";""
"101114063";"/21/39/233";"/medical and health sciences/clinical medicine/urology";"urology";""
"101114063";"/21/33/121";"/medical and health sciences/health sciences/infectious diseases";"infectious diseases";""
"101114063";"/21/35/159/653/8052398";"/medical and health sciences/basic medicine/pharmacology and pharmacy/pharmaceutical drugs/antibiotics";"antibiotics";""
"101114063";"/21/35/159/649/1437";"/medical and health sciences/basic medicine/pharmacology and pharmacy/drug resistance/antibiotic resistance";"antibiotic resistance";""
"101090340";"/23/49/315/997/1613/1815";"/natural sciences/biological sciences/biochemistry/biomolecules/proteins/proteomics";"proteomics";""
"101090340";"/23/49/341/1035";"/natural sciences/biological sciences/microbiology/bacteriology";"bacteriology";""
"101090340";"/21/35/161/655";"/medical and health sciences/basic medicine/physiology/homeostasis";"homeostasis";""
"101090282";"/23/49/341/1035";"/natural sciences/biological sciences/microbiology/bacteriology";"bacteriology";""
"190157957";"/23/49/341/1035";"/natural sciences/biological sciences/microbiology/bacteriology";"bacteriology";""
"190157957";"/23/49/341/325";"/natural sciences/biological sciences/microbiology/virology";"virology";""
"190157957";"/25/65/81684188/9727961";"/engineering and technology/chemical engineering/separation technologies/distillation";"distillation";""
"101071159";"/23/49/341/1035";"/natural sciences/biological sciences/microbiology/bacteriology";"bacteriology";""
"101071159";"/21/39/211";"/medical and health sciences/clinical medicine/dermatology";"dermatology";""
"101071159";"/23/49/315/997";"/natural sciences/biological sciences/biochemistry/biomolecules";"biomolecules";""
"101071159";"/25/63/397";"/engineering and technology/materials engineering/ceramics";"ceramics";""
"101203545";"/23/49/341/1035";"/natural sciences/biological sciences/microbiology/bacteriology";"bacteriology";""
"101198435";"/21/39/217";"/medical and health sciences/clinical medicine/pneumology";"pneumology";""
"101198435";"/23/49/341/1035";"/natural sciences/biological sciences/microbiology/bacteriology";"bacteriology";""
"101198435";"/21/35/161/30023";"/medical and health sciences/basic medicine/physiology/pathophysiology";"pathophysiology";""
"101198435";"/23/49/315/997";"/natural sciences/biological sciences/biochemistry/biomolecules";"biomolecules";""
"101198435";"/23/49/337/1021";"/natural sciences/biological sciences/genetics/RNA";"RNA";""
"101070913";"/23/49/341/1035";"/natural sciences/biological sciences/microbiology/bacteriology";"bacteriology";""
"190103838";"/23/49/341/1035";"/natural sciences/biological sciences/microbiology/bacteriology";"bacteriology";""
"190103838";"/23/49/341/325";"/natural sciences/biological sciences/microbiology/virology";"virology";""
"190103838";"/23/49/337/1017";"/natural sciences/biological sciences/genetics/mutation";"mutation";""
"101093042";"/23/49/315/997";"/natural sciences/biological sciences/biochemistry/biomolecules";"biomolecules";""
"101093042";"/25/73/453/58525161";"/engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/sensors";"sensors";""
"190135075";"/23/49/341/1035";"/natural sciences/biological sciences/microbiology/bacteriology";"bacteriology";""
"190135075";"/21/35/159/653/8052398";"/medical and health sciences/basic medicine/pharmacology and pharmacy/pharmaceutical drugs/antibiotics";"antibiotics";""
"190136873";"/23/49/341/1035";"/natural sciences/biological sciences/microbiology/bacteriology";"bacteriology";""
"190136873";"/21/33/121/44109686/71336944";"/medical and health sciences/health sciences/infectious diseases/RNA viruses/influenza";"influenza";""
"190136873";"/21/35/159/653/1439";"/medical and health sciences/basic medicine/pharmacology and pharmacy/pharmaceutical drugs/vaccines";"vaccines";""
"101071633";"/23/49/341/1035";"/natural sciences/biological sciences/microbiology/bacteriology";"bacteriology";""
"101071633";"/21/35/159/653/8052398";"/medical and health sciences/basic medicine/pharmacology and pharmacy/pharmaceutical drugs/antibiotics";"antibiotics";""
"190180859";"/23/49/341/1035";"/natural sciences/biological sciences/microbiology/bacteriology";"bacteriology";""
"190180859";"/21/35/161";"/medical and health sciences/basic medicine/physiology";"physiology";""
"190180859";"/23/47/297/933";"/natural sciences/computer and information sciences/artificial intelligence/machine learning";"machine learning";""
"190180859";"/23/47/303/20089633";"/natural sciences/computer and information sciences/databases/relational databases";"relational databases";""
"101162517";"/23/49/341/1035";"/natural sciences/biological sciences/microbiology/bacteriology";"bacteriology";""
"101162517";"/21/39/179/681";"/medical and health sciences/clinical medicine/endocrinology/diabetes";"diabetes";""
"101162517";"/21/33/117";"/medical and health sciences/health sciences/nutrition";"nutrition";""
"101162517";"/23/49/345/1039";"/natural sciences/biological sciences/zoology/entomology";"entomology";""
"190152193";"/23/49/341/1035";"/natural sciences/biological sciences/microbiology/bacteriology";"bacteriology";""
"190152193";"/21/35/155/48479582";"/medical and health sciences/basic medicine/immunology/immunisation";"immunisation";""
"190152193";"/21/35/159/653/1439";"/medical and health sciences/basic medicine/pharmacology and pharmacy/pharmaceutical drugs/vaccines";"vaccines";""
"190152193";"/21/35/155/643";"/medical and health sciences/basic medicine/immunology/immunotherapy";"immunotherapy";""
"190152193";"/21/35/159/649/1437";"/medical and health sciences/basic medicine/pharmacology and pharmacy/drug resistance/antibiotic resistance";"antibiotic resistance";""
"101057961";"/23/49/341/1035";"/natural sciences/biological sciences/microbiology/bacteriology";"bacteriology";""
"101057961";"/23/49/341/325";"/natural sciences/biological sciences/microbiology/virology";"virology";""
"101057961";"/23/49/315/997";"/natural sciences/biological sciences/biochemistry/biomolecules";"biomolecules";""
"101057961";"/21/33/137/133/9678651";"/medical and health sciences/health sciences/public health/epidemiology/pandemics";"pandemics";""
"101057961";"/25/69/435";"/engineering and technology/nanotechnology/nano-materials";"nano-materials";""
"101136371";"/25/73/453/58525161/66357197";"/engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/sensors/biosensors";"biosensors";""
"101136371";"/25/69/435/1191/1699";"/engineering and technology/nanotechnology/nano-materials/two-dimensional nanostructures/graphene";"graphene";""
"101136371";"/23/49/341/1035";"/natural sciences/biological sciences/microbiology/bacteriology";"bacteriology";""
"101136371";"/21/35/159/653/8052398";"/medical and health sciences/basic medicine/pharmacology and pharmacy/pharmaceutical drugs/antibiotics";"antibiotics";""
"101136371";"/21/35/159/649/1437";"/medical and health sciences/basic medicine/pharmacology and pharmacy/drug resistance/antibiotic resistance";"antibiotic resistance";""
"101180606";"/23/49/341/1035";"/natural sciences/biological sciences/microbiology/bacteriology";"bacteriology";""
"101113004";"/23/47/303";"/natural sciences/computer and information sciences/databases";"databases";""
"101113004";"/23/49/341/1035";"/natural sciences/biological sciences/microbiology/bacteriology";"bacteriology";""
"101114052";"/29/101/553/1357";"/social sciences/sociology/demography/fertility";"fertility";""
"101114052";"/23/49/315/997/1613/1617";"/natural sciences/biological sciences/biochemistry/biomolecules/proteins/enzymes";"enzymes";""
"101189176";"/21/39/179/681";"/medical and health sciences/clinical medicine/endocrinology/diabetes";"diabetes";""
"101189176";"/23/49/315/997/1613/1617";"/natural sciences/biological sciences/biochemistry/biomolecules/proteins/enzymes";"enzymes";""
"101115337";"/25/73/453/58525161/66357197";"/engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/sensors/biosensors";"biosensors";""
"101115337";"/25/63/393";"/engineering and technology/materials engineering/fibers";"fibers";""
"101115337";"/23/53/69669548/1149";"/natural sciences/chemical sciences/catalysis/biocatalysis";"biocatalysis";""
"101115337";"/23/49/315/997/1613/1617";"/natural sciences/biological sciences/biochemistry/biomolecules/proteins/enzymes";"enzymes";""
"190159682";"/23/49/341/1035";"/natural sciences/biological sciences/microbiology/bacteriology";"bacteriology";""
"101161110";"/23/49/315/997/1611";"/natural sciences/biological sciences/biochemistry/biomolecules/carbohydrates";"carbohydrates";""
"101161110";"/23/49/315/997/1613/1617";"/natural sciences/biological sciences/biochemistry/biomolecules/proteins/enzymes";"enzymes";""
"101072288";"/23/49/341/1035";"/natural sciences/biological sciences/microbiology/bacteriology";"bacteriology";""
"101072288";"/21/35/159/653/8052398";"/medical and health sciences/basic medicine/pharmacology and pharmacy/pharmaceutical drugs/antibiotics";"antibiotics";""
"101072288";"/27/81/30021";"/agricultural sciences/agriculture, forestry, and fisheries/agriculture";"agriculture";""
"101072288";"/23/49/315/997/1613/1617";"/natural sciences/biological sciences/biochemistry/biomolecules/proteins/enzymes";"enzymes";""
"101129798";"/23/47/303";"/natural sciences/computer and information sciences/databases";"databases";""
"101129798";"/23/53/69669548/1149";"/natural sciences/chemical sciences/catalysis/biocatalysis";"biocatalysis";""
"101129798";"/23/49/341";"/natural sciences/biological sciences/microbiology";"microbiology";""
"101129798";"/23/49/315/997/1613/1617";"/natural sciences/biological sciences/biochemistry/biomolecules/proteins/enzymes";"enzymes";""
"101186564";"/21/33/121/44109686/8132740";"/medical and health sciences/health sciences/infectious diseases/RNA viruses/coronaviruses";"coronaviruses";""
"101186564";"/23/49/315/997/1613/1617";"/natural sciences/biological sciences/biochemistry/biomolecules/proteins/enzymes";"enzymes";""
"101090275";"/23/49/315/997/1613/1617";"/natural sciences/biological sciences/biochemistry/biomolecules/proteins/enzymes";"enzymes";""
"101056857";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101131740";"/25/75/461/1239/1739";"/engineering and technology/mechanical engineering/vehicle engineering/aerospace engineering/satellite technology";"satellite technology";""
"101131740";"/25/73/453/459/1229/1729";"/engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/robotics/autonomous robots/drones";"drones";""
"101131740";"/25/73/453/58525161";"/engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/sensors";"sensors";""
"101131740";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101131740";"/23/47/297/933";"/natural sciences/computer and information sciences/artificial intelligence/machine learning";"machine learning";""
"101057286";"/21/35/159/653";"/medical and health sciences/basic medicine/pharmacology and pharmacy/pharmaceutical drugs";"pharmaceutical drugs";""
"101057286";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101057286";"/25/65/411";"/engineering and technology/chemical engineering/chemical process engineering";"chemical process engineering";""
"101057286";"/29/91/521/1303";"/social sciences/economics and business/economics/sustainable economy";"sustainable economy";""
"101057286";"/23/53";"/natural sciences/chemical sciences";"chemical sciences";""
"190191933";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101057497";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101130039";"/27/81/30021/499/497";"/agricultural sciences/agriculture, forestry, and fisheries/agriculture/horticulture/viticulture";"viticulture";""
"101130039";"/23/53/365/78089026";"/natural sciences/chemical sciences/inorganic chemistry/alkali metals";"alkali metals";""
"101130039";"/23/49/341/1031";"/natural sciences/biological sciences/microbiology/mycology";"mycology";""
"101130039";"/29/91/521/1299/1757";"/social sciences/economics and business/economics/production economics/productivity";"productivity";""
"101130039";"/23/49/315/997/1613/1617";"/natural sciences/biological sciences/biochemistry/biomolecules/proteins/enzymes";"enzymes";""
"101090314";"/23/49/315/997/1613/1617";"/natural sciences/biological sciences/biochemistry/biomolecules/proteins/enzymes";"enzymes";""
"101114225";"/27/81/30021/499/1287";"/agricultural sciences/agriculture, forestry, and fisheries/agriculture/horticulture/fruit growing";"fruit growing";""
"101114225";"/27/81/30021/499/69103681";"/agricultural sciences/agriculture, forestry, and fisheries/agriculture/horticulture/vegetable growing";"vegetable growing";""
"101114225";"/23/49/315/997/1613/1617";"/natural sciences/biological sciences/biochemistry/biomolecules/proteins/enzymes";"enzymes";""
"101157269";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"190167799";"/25/75/471";"/engineering and technology/mechanical engineering/thermodynamic engineering";"thermodynamic engineering";""
"190167799";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101137054";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101082531";"/25/75/461/1239/51612216/98672716";"/engineering and technology/mechanical engineering/vehicle engineering/aerospace engineering/astronautical engineering/spacecraft";"spacecraft";""
"101082531";"/25/75/461/1239/1739";"/engineering and technology/mechanical engineering/vehicle engineering/aerospace engineering/satellite technology";"satellite technology";""
"101082531";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101130832";"/23/53/69669548/1665";"/natural sciences/chemical sciences/catalysis/photocatalysis";"photocatalysis";""
"101130832";"/25/73/453/58525161";"/engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/sensors";"sensors";""
"101130832";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"190138713";"/21/33/117";"/medical and health sciences/health sciences/nutrition";"nutrition";""
"190138713";"/23/49/315/997/1613/1617";"/natural sciences/biological sciences/biochemistry/biomolecules/proteins/enzymes";"enzymes";""
"101156622";"/23/47/303";"/natural sciences/computer and information sciences/databases";"databases";""
"101156622";"/23/49/337/1017";"/natural sciences/biological sciences/genetics/mutation";"mutation";""
"101156622";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101137232";"/21/33/137";"/medical and health sciences/health sciences/public health";"public health";""
"101137232";"/25/67/39381296";"/engineering and technology/environmental engineering/air pollution engineering";"air pollution engineering";""
"101137232";"/21/39/697";"/medical and health sciences/clinical medicine/obstetrics";"obstetrics";""
"101137232";"/21/33/117";"/medical and health sciences/health sciences/nutrition";"nutrition";""
"101137232";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"190188714";"/21/39/223";"/medical and health sciences/clinical medicine/surgery";"surgery";""
"190188714";"/21/35/153/635";"/medical and health sciences/basic medicine/neurology/stroke";"stroke";""
"190188714";"/25/69/435";"/engineering and technology/nanotechnology/nano-materials";"nano-materials";""
"190188714";"/23/49/315/997/1613/1617";"/natural sciences/biological sciences/biochemistry/biomolecules/proteins/enzymes";"enzymes";""
"101180157";"/25/75/461/1239/1739";"/engineering and technology/mechanical engineering/vehicle engineering/aerospace engineering/satellite technology";"satellite technology";""
"101180157";"/23/45/291/901";"/natural sciences/earth and related environmental sciences/geology/seismology";"seismology";""
"101180157";"/25/73/453/459/1229/1729";"/engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/robotics/autonomous robots/drones";"drones";""
"101180157";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101180157";"/29/101/559/1375";"/social sciences/sociology/governance/crisis management";"crisis management";""
"101061336";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"190145679";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"190145679";"/27/81/30021";"/agricultural sciences/agriculture, forestry, and fisheries/agriculture";"agriculture";""
"101114858";"/25/73/453/459/1229/1729";"/engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/robotics/autonomous robots/drones";"drones";""
"101114858";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101156653";"/21/33/137/133";"/medical and health sciences/health sciences/public health/epidemiology";"epidemiology";""
"101156653";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101189962";"/23/45/287";"/natural sciences/earth and related environmental sciences/hydrology";"hydrology";""
"101189962";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101180656";"/25/63/393";"/engineering and technology/materials engineering/fibers";"fibers";""
"101180656";"/27/81/30021/499/1287";"/agricultural sciences/agriculture, forestry, and fisheries/agriculture/horticulture/fruit growing";"fruit growing";""
"101180656";"/21/33/117";"/medical and health sciences/health sciences/nutrition";"nutrition";""
"101180656";"/23/49/315/997/1611";"/natural sciences/biological sciences/biochemistry/biomolecules/carbohydrates";"carbohydrates";""
"101180656";"/23/49/315/997/1613/1617";"/natural sciences/biological sciences/biochemistry/biomolecules/proteins/enzymes";"enzymes";""
"101094978";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101114776";"/25/77/94443578/1269";"/engineering and technology/civil engineering/urban engineering/smart cities";"smart cities";""
"101114776";"/29/99/547/1341";"/social sciences/social geography/transport/social aspects of transport";"social aspects of transport";""
"101114776";"/23/43/273";"/natural sciences/physical sciences/acoustics";"acoustics";""
"101114776";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101114776";"/29/99/547/1339/1761";"/social sciences/social geography/transport/transport planning/air traffic management";"air traffic management";""
"101137340";"/29/101/559";"/social sciences/sociology/governance";"governance";""
"101137340";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101095119";"/21/35/153/22901471";"/medical and health sciences/basic medicine/neurology/dementia";"dementia";""
"101095119";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101160289";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101160289";"/27/81/30021";"/agricultural sciences/agriculture, forestry, and fisheries/agriculture";"agriculture";""
"101096487";"/25/75/461/1239/1737";"/engineering and technology/mechanical engineering/vehicle engineering/aerospace engineering/aircraft";"aircraft";""
"101096487";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101157458";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101136679";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101092723";"/23/43/269/811/34823946";"/natural sciences/physical sciences/classical mechanics/fluid mechanics/microfluidics";"microfluidics";""
"101092723";"/25/73/453/58525161";"/engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/sensors";"sensors";""
"101092723";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101135523";"/23/47/305";"/natural sciences/computer and information sciences/internet";"internet";""
"101135523";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101046758";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101046758";"/25/61/383/1147";"/engineering and technology/industrial biotechnology/biomaterials/bioplastics";"bioplastics";""
"101046758";"/23/49/341";"/natural sciences/biological sciences/microbiology";"microbiology";""
"101070622";"/25/63/393";"/engineering and technology/materials engineering/fibers";"fibers";""
"101070622";"/25/73/453/58525161";"/engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/sensors";"sensors";""
"101070622";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101070622";"/23/53/365/71735538";"/natural sciences/chemical sciences/inorganic chemistry/metalloids";"metalloids";""
"101134927";"/25/75/461/1239/1739";"/engineering and technology/mechanical engineering/vehicle engineering/aerospace engineering/satellite technology";"satellite technology";""
"101134927";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101134927";"/27/81/30021";"/agricultural sciences/agriculture, forestry, and fisheries/agriculture";"agriculture";""
"101095408";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101180607";"/21/33/137/133/9678651";"/medical and health sciences/health sciences/public health/epidemiology/pandemics";"pandemics";""
"101180607";"/29/101/561";"/social sciences/sociology/anthropology";"anthropology";""
"101180607";"/21/35/153/22901471";"/medical and health sciences/basic medicine/neurology/dementia";"dementia";""
"101180607";"/21/39/175";"/medical and health sciences/clinical medicine/gerontology";"gerontology";""
"101130800";"/29/101/561";"/social sciences/sociology/anthropology";"anthropology";""
"101130800";"/23/51/359/1065";"/natural sciences/mathematics/pure mathematics/geometry";"geometry";""
"101130800";"/21/37/677";"/medical and health sciences/medical biotechnology/implants";"implants";""
"101130800";"/31/113/611/1425";"/humanities/history and archaeology/archaeology/bioarchaeology";"bioarchaeology";""
"101079148";"/31/109";"/humanities/arts";"arts";""
"101079148";"/31/113";"/humanities/history and archaeology";"history and archaeology";""
"101079148";"/29/101/561";"/social sciences/sociology/anthropology";"anthropology";""
"101079148";"/29/97";"/social sciences/political sciences";"political sciences";""
"101145817";"/29/101/561";"/social sciences/sociology/anthropology";"anthropology";""
"101145817";"/21/39/217/709";"/medical and health sciences/clinical medicine/pneumology/tuberculosis";"tuberculosis";""
"101094349";"/29/101/561";"/social sciences/sociology/anthropology";"anthropology";""
"101094349";"/25/73/30020/455";"/engineering and technology/electrical engineering, electronic engineering, information engineering/information engineering/telecommunications";"telecommunications";""
"101094349";"/31/109/597";"/humanities/arts/art history";"art history";""
"101094349";"/23/47/297/931";"/natural sciences/computer and information sciences/artificial intelligence/computational intelligence";"computational intelligence";""
"101187606";"/23/49/327";"/natural sciences/biological sciences/neurobiology";"neurobiology";""
"101187606";"/29/101/561";"/social sciences/sociology/anthropology";"anthropology";""
"101187606";"/31/109/1403";"/humanities/arts/musicology";"musicology";""
"101090288";"/29/101/561";"/social sciences/sociology/anthropology";"anthropology";""
"101098900";"/25/75/461/1239/1737";"/engineering and technology/mechanical engineering/vehicle engineering/aerospace engineering/aircraft";"aircraft";""
"101098900";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101156799";"/29/101/559";"/social sciences/sociology/governance";"governance";""
"101156799";"/25/67/39381296";"/engineering and technology/environmental engineering/air pollution engineering";"air pollution engineering";""
"101156799";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101095754";"/25/75/461/1239/1737";"/engineering and technology/mechanical engineering/vehicle engineering/aerospace engineering/aircraft";"aircraft";""
"101095754";"/25/67/39381296";"/engineering and technology/environmental engineering/air pollution engineering";"air pollution engineering";""
"101095754";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101095754";"/29/99/547/1339/1761";"/social sciences/social geography/transport/transport planning/air traffic management";"air traffic management";""
"101135639";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101194046";"/23/49/337";"/natural sciences/biological sciences/genetics";"genetics";""
"101194046";"/21/33/137/133/9678651";"/medical and health sciences/health sciences/public health/epidemiology/pandemics";"pandemics";""
"101194046";"/21/33/117";"/medical and health sciences/health sciences/nutrition";"nutrition";""
"101194046";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101180593";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101057271";"/21/39/217/707";"/medical and health sciences/clinical medicine/pneumology/asthma";"asthma";""
"101057271";"/25/73/453/58525161";"/engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/sensors";"sensors";""
"101057271";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101057271";"/21/39/183";"/medical and health sciences/clinical medicine/allergology";"allergology";""
"190180588";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101095253";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101186814";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101178074";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101095611";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101079200";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101069639";"/23/47/303";"/natural sciences/computer and information sciences/databases";"databases";""
"101069639";"/31/115/563";"/humanities/other humanities/library sciences";"library sciences";""
"101069639";"/23/43/273";"/natural sciences/physical sciences/acoustics";"acoustics";""
"101069639";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101057499";"/25/73/453/58525161";"/engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/sensors";"sensors";""
"101057499";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101057779";"/25/73/453/58525161";"/engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/sensors";"sensors";""
"101057779";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101159060";"/25/63/399";"/engineering and technology/materials engineering/textiles";"textiles";""
"101159060";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101060170";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"190199874";"/23/49/337";"/natural sciences/biological sciences/genetics";"genetics";""
"190199874";"/23/49/341/1035";"/natural sciences/biological sciences/microbiology/bacteriology";"bacteriology";""
"190199874";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101166515";"/23/53/365/68548065";"/natural sciences/chemical sciences/inorganic chemistry/noble gases";"noble gases";""
"101166515";"/23/45/277/829";"/natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";""
"101071010";"/23/49/315/997/1615";"/natural sciences/biological sciences/biochemistry/biomolecules/lipids";"lipids";""
"101071010";"/25/69/435/1189";"/engineering and technology/nanotechnology/nano-materials/nanocrystals";"nanocrystals";""
"101090337";"/21/35/153/22901471/633";"/medical and health sciences/basic medicine/neurology/dementia/alzheimer";"alzheimer";""
"101090337";"/23/49/315/997/1615";"/natural sciences/biological sciences/biochemistry/biomolecules/lipids";"lipids";""
"101215031";"/21/39/217/707";"/medical and health sciences/clinical medicine/pneumology/asthma";"asthma";""
"101215031";"/23/49/315/997/1615";"/natural sciences/biological sciences/biochemistry/biomolecules/lipids";"lipids";""
"101215031";"/23/49/337/1021";"/natural sciences/biological sciences/genetics/RNA";"RNA";""
"101145326";"/23/49/315/997/1615";"/natural sciences/biological sciences/biochemistry/biomolecules/lipids";"lipids";""
"101145326";"/25/61/385/1151";"/engineering and technology/industrial biotechnology/bioprocessing technologies/fermentation";"fermentation";""
"101145326";"/27/83/501/507/1291";"/agricultural sciences/animal and dairy science/domestic animals/animal husbandry/animal feed";"animal feed";""
"101095413";"/25/73/453/58525161/66357197";"/engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/sensors/biosensors";"biosensors";""
"101095413";"/23/49/315/997/1615";"/natural sciences/biological sciences/biochemistry/biomolecules/lipids";"lipids";""
"101244201";"/21/35/153/22901471/633";"/medical and health sciences/basic medicine/neurology/dementia/alzheimer";"alzheimer";""
"101244201";"/23/47/303";"/natural sciences/computer and information sciences/databases";"databases";""
"101244201";"/23/49/315/997/1615";"/natural sciences/biological sciences/biochemistry/biomolecules/lipids";"lipids";""
"101113565";"/25/67/429/97581411/1181";"/engineering and technology/environmental engineering/waste management/waste treatment processes/recycling";"recycling";""
"101113565";"/23/53/369/1673";"/natural sciences/chemical sciences/polymer sciences/polyurethane";"polyurethane";""
"101113565";"/25/63/399";"/engineering and technology/materials engineering/textiles";"textiles";""
"101113565";"/23/49/315/997/1615";"/natural sciences/biological sciences/biochemistry/biomolecules/lipids";"lipids";""
